year,school_id,school_name,week,rank
1991,syracuse,Syracuse Orange,1/8,8
1991,syracuse,Syracuse Orange,1/15,8
1991,syracuse,Syracuse Orange,1/22,6
1991,syracuse,Syracuse Orange,1/29,8
1991,syracuse,Syracuse Orange,2/5,7
1991,syracuse,Syracuse Orange,2/12,7
1991,syracuse,Syracuse Orange,2/19,5
1991,syracuse,Syracuse Orange,2/26,6
1991,syracuse,Syracuse Orange,3/5,4
1991,syracuse,Syracuse Orange,Final,7
1990,syracuse,Syracuse Orange,Pre,3
1990,syracuse,Syracuse Orange,11/27,1
1990,syracuse,Syracuse Orange,12/5,1
1990,syracuse,Syracuse Orange,12/12,1
1990,syracuse,Syracuse Orange,12/19,1
1990,syracuse,Syracuse Orange,12/26,1
1990,syracuse,Syracuse Orange,1/2,1
1990,syracuse,Syracuse Orange,1/9,6
1990,syracuse,Syracuse Orange,1/16,5
1990,syracuse,Syracuse Orange,1/23,11
1990,syracuse,Syracuse Orange,1/30,7
1990,syracuse,Syracuse Orange,2/6,6
1990,syracuse,Syracuse Orange,2/13,4
1990,syracuse,Syracuse Orange,2/20,11
1990,syracuse,Syracuse Orange,2/27,10
1990,syracuse,Syracuse Orange,3/6,4
1990,syracuse,Syracuse Orange,Final,6
1989,syracuse,Syracuse Orange,Pre,8
1989,syracuse,Syracuse Orange,11/22,6
1989,syracuse,Syracuse Orange,11/29,4
1989,syracuse,Syracuse Orange,12/6,3
1989,syracuse,Syracuse Orange,12/13,3
1989,syracuse,Syracuse Orange,12/20,3
1989,syracuse,Syracuse Orange,12/27,3
1989,syracuse,Syracuse Orange,1/3,2
1989,syracuse,Syracuse Orange,1/10,4
1989,syracuse,Syracuse Orange,1/17,11
1989,syracuse,Syracuse Orange,1/24,14
1989,syracuse,Syracuse Orange,1/31,14
1989,syracuse,Syracuse Orange,2/7,9
1989,syracuse,Syracuse Orange,2/14,6
1989,syracuse,Syracuse Orange,2/21,6
1989,syracuse,Syracuse Orange,2/28,6
1989,syracuse,Syracuse Orange,3/7,5
1989,syracuse,Syracuse Orange,Final,7
1988,syracuse,Syracuse Orange,Pre,1
1988,syracuse,Syracuse Orange,12/1,3
1988,syracuse,Syracuse Orange,12/8,8
1988,syracuse,Syracuse Orange,12/15,9
1988,syracuse,Syracuse Orange,12/22,7
1988,syracuse,Syracuse Orange,12/29,7
1988,syracuse,Syracuse Orange,1/5,7
1988,syracuse,Syracuse Orange,1/12,9
1988,syracuse,Syracuse Orange,1/19,14
1988,syracuse,Syracuse Orange,1/26,17
1988,syracuse,Syracuse Orange,2/2,12
1988,syracuse,Syracuse Orange,2/9,11
1988,syracuse,Syracuse Orange,2/16,12
1988,syracuse,Syracuse Orange,2/23,10
1988,syracuse,Syracuse Orange,3/1,12
1988,syracuse,Syracuse Orange,3/8,13
1988,syracuse,Syracuse Orange,Final,9
1987,syracuse,Syracuse Orange,Pre,15
1987,syracuse,Syracuse Orange,12/2,17
1987,syracuse,Syracuse Orange,12/9,12
1987,syracuse,Syracuse Orange,12/16,9
1987,syracuse,Syracuse Orange,12/23,7
1987,syracuse,Syracuse Orange,12/30,7
1987,syracuse,Syracuse Orange,1/6,5
1987,syracuse,Syracuse Orange,1/13,5
1987,syracuse,Syracuse Orange,1/20,7
1987,syracuse,Syracuse Orange,1/27,6
1987,syracuse,Syracuse Orange,2/3,11
1987,syracuse,Syracuse Orange,2/10,9
1987,syracuse,Syracuse Orange,2/17,9
1987,syracuse,Syracuse Orange,2/24,11
1987,syracuse,Syracuse Orange,3/3,10
1987,syracuse,Syracuse Orange,Final,10
1986,syracuse,Syracuse Orange,Pre,4
1986,syracuse,Syracuse Orange,11/26,4
1986,syracuse,Syracuse Orange,12/3,4
1986,syracuse,Syracuse Orange,12/10,4
1986,syracuse,Syracuse Orange,12/17,4
1986,syracuse,Syracuse Orange,12/24,4
1986,syracuse,Syracuse Orange,12/31,4
1986,syracuse,Syracuse Orange,1/7,4
1986,syracuse,Syracuse Orange,1/14,4
1986,syracuse,Syracuse Orange,1/21,9
1986,syracuse,Syracuse Orange,1/28,11
1986,syracuse,Syracuse Orange,2/4,8
1986,syracuse,Syracuse Orange,2/11,12
1986,syracuse,Syracuse Orange,2/18,9
1986,syracuse,Syracuse Orange,2/25,6
1986,syracuse,Syracuse Orange,3/4,8
1986,syracuse,Syracuse Orange,Final,9
1985,syracuse,Syracuse Orange,Pre,12
1985,syracuse,Syracuse Orange,11/27,14
1985,syracuse,Syracuse Orange,12/4,12
1985,syracuse,Syracuse Orange,12/11,10
1985,syracuse,Syracuse Orange,12/18,9
1985,syracuse,Syracuse Orange,12/25,6
1985,syracuse,Syracuse Orange,1/1,5
1985,syracuse,Syracuse Orange,1/8,7
1985,syracuse,Syracuse Orange,1/15,7
1985,syracuse,Syracuse Orange,1/22,11
1985,syracuse,Syracuse Orange,1/29,9
1985,syracuse,Syracuse Orange,2/5,6
1985,syracuse,Syracuse Orange,2/12,8
1985,syracuse,Syracuse Orange,2/19,7
1985,syracuse,Syracuse Orange,2/26,12
1985,syracuse,Syracuse Orange,3/5,13
1985,syracuse,Syracuse Orange,Final,15
1984,syracuse,Syracuse Orange,Pre,
1984,syracuse,Syracuse Orange,11/29,
1984,syracuse,Syracuse Orange,12/6,
1984,syracuse,Syracuse Orange,12/13,
1984,syracuse,Syracuse Orange,12/20,
1984,syracuse,Syracuse Orange,12/27,
1984,syracuse,Syracuse Orange,1/3,
1984,syracuse,Syracuse Orange,1/10,
1984,syracuse,Syracuse Orange,1/17,
1984,syracuse,Syracuse Orange,1/24,20
1984,syracuse,Syracuse Orange,1/31,13
1984,syracuse,Syracuse Orange,2/7,19
1984,syracuse,Syracuse Orange,2/14,16
1984,syracuse,Syracuse Orange,2/21,16
1984,syracuse,Syracuse Orange,2/28,16
1984,syracuse,Syracuse Orange,3/6,
1984,syracuse,Syracuse Orange,Final,18
1983,syracuse,Syracuse Orange,Pre,
1983,syracuse,Syracuse Orange,11/30,
1983,syracuse,Syracuse Orange,12/7,
1983,syracuse,Syracuse Orange,12/14,16
1983,syracuse,Syracuse Orange,12/21,13
1983,syracuse,Syracuse Orange,12/28,14
1983,syracuse,Syracuse Orange,1/4,9
1983,syracuse,Syracuse Orange,1/11,13
1983,syracuse,Syracuse Orange,1/18,15
1983,syracuse,Syracuse Orange,1/25,18
1983,syracuse,Syracuse Orange,2/1,20
1983,syracuse,Syracuse Orange,2/8,15
1983,syracuse,Syracuse Orange,2/15,17
1983,syracuse,Syracuse Orange,2/22,13
1983,syracuse,Syracuse Orange,3/1,18
1983,syracuse,Syracuse Orange,3/8,20
1983,syracuse,Syracuse Orange,Final,
1981,syracuse,Syracuse Orange,Pre,19
1981,syracuse,Syracuse Orange,12/2,18
1981,syracuse,Syracuse Orange,12/9,20
1981,syracuse,Syracuse Orange,12/16,
1981,syracuse,Syracuse Orange,12/23,
1981,syracuse,Syracuse Orange,12/30,
1981,syracuse,Syracuse Orange,1/6,
1981,syracuse,Syracuse Orange,1/13,
1981,syracuse,Syracuse Orange,1/20,
1981,syracuse,Syracuse Orange,1/27,
1981,syracuse,Syracuse Orange,2/3,
1981,syracuse,Syracuse Orange,2/10,
1981,syracuse,Syracuse Orange,2/17,
1981,syracuse,Syracuse Orange,2/24,
1981,syracuse,Syracuse Orange,3/3,
1981,syracuse,Syracuse Orange,Final,
1980,syracuse,Syracuse Orange,Pre,12
1980,syracuse,Syracuse Orange,12/4,11
1980,syracuse,Syracuse Orange,12/11,10
1980,syracuse,Syracuse Orange,12/18,10
1980,syracuse,Syracuse Orange,12/26,9
1980,syracuse,Syracuse Orange,1/2,9
1980,syracuse,Syracuse Orange,1/8,5
1980,syracuse,Syracuse Orange,1/15,3
1980,syracuse,Syracuse Orange,1/22,6
1980,syracuse,Syracuse Orange,1/29,4
1980,syracuse,Syracuse Orange,2/5,2
1980,syracuse,Syracuse Orange,2/12,2
1980,syracuse,Syracuse Orange,2/19,4
1980,syracuse,Syracuse Orange,2/26,3
1980,syracuse,Syracuse Orange,Final,6
1979,syracuse,Syracuse Orange,Pre,9
1979,syracuse,Syracuse Orange,11/28,9
1979,syracuse,Syracuse Orange,12/5,9
1979,syracuse,Syracuse Orange,12/12,10
1979,syracuse,Syracuse Orange,12/19,8
1979,syracuse,Syracuse Orange,12/26,19
1979,syracuse,Syracuse Orange,1/3,
1979,syracuse,Syracuse Orange,1/9,20
1979,syracuse,Syracuse Orange,1/16,12
1979,syracuse,Syracuse Orange,1/23,12
1979,syracuse,Syracuse Orange,1/30,8
1979,syracuse,Syracuse Orange,2/6,7
1979,syracuse,Syracuse Orange,2/13,7
1979,syracuse,Syracuse Orange,2/20,8
1979,syracuse,Syracuse Orange,2/27,6
1979,syracuse,Syracuse Orange,3/6,10
1979,syracuse,Syracuse Orange,Final,8
1978,syracuse,Syracuse Orange,Pre,11
1978,syracuse,Syracuse Orange,11/29,12
1978,syracuse,Syracuse Orange,12/6,18
1978,syracuse,Syracuse Orange,12/13,12
1978,syracuse,Syracuse Orange,12/20,10
1978,syracuse,Syracuse Orange,12/27,10
1978,syracuse,Syracuse Orange,1/3,8
1978,syracuse,Syracuse Orange,1/10,8
1978,syracuse,Syracuse Orange,1/17,11
1978,syracuse,Syracuse Orange,1/24,10
1978,syracuse,Syracuse Orange,1/31,18
1978,syracuse,Syracuse Orange,2/7,18
1978,syracuse,Syracuse Orange,2/14,16
1978,syracuse,Syracuse Orange,2/21,17
1978,syracuse,Syracuse Orange,2/28,14
1978,syracuse,Syracuse Orange,3/6,18
1978,syracuse,Syracuse Orange,Final,
1977,syracuse,Syracuse Orange,Pre,
1977,syracuse,Syracuse Orange,11/30,
1977,syracuse,Syracuse Orange,12/7,20
1977,syracuse,Syracuse Orange,12/14,15
1977,syracuse,Syracuse Orange,12/21,17
1977,syracuse,Syracuse Orange,12/28,18
1977,syracuse,Syracuse Orange,1/4,19
1977,syracuse,Syracuse Orange,1/11,
1977,syracuse,Syracuse Orange,1/18,20
1977,syracuse,Syracuse Orange,1/25,17
1977,syracuse,Syracuse Orange,2/1,17
1977,syracuse,Syracuse Orange,2/8,17
1977,syracuse,Syracuse Orange,2/15,20
1977,syracuse,Syracuse Orange,2/22,15
1977,syracuse,Syracuse Orange,3/1,13
1977,syracuse,Syracuse Orange,3/8,10
1977,syracuse,Syracuse Orange,Final,6
1976,syracuse,Syracuse Orange,Pre,20
1976,syracuse,Syracuse Orange,12/2,
1976,syracuse,Syracuse Orange,12/9,
1976,syracuse,Syracuse Orange,12/16,
1976,syracuse,Syracuse Orange,12/23,
1976,syracuse,Syracuse Orange,12/30,
1976,syracuse,Syracuse Orange,1/6,
1976,syracuse,Syracuse Orange,1/13,
1976,syracuse,Syracuse Orange,1/20,
1976,syracuse,Syracuse Orange,1/27,
1976,syracuse,Syracuse Orange,2/3,
1976,syracuse,Syracuse Orange,2/10,
1976,syracuse,Syracuse Orange,2/17,
1976,syracuse,Syracuse Orange,2/24,
1976,syracuse,Syracuse Orange,3/2,
1976,syracuse,Syracuse Orange,3/9,
1976,syracuse,Syracuse Orange,Final,
1975,syracuse,Syracuse Orange,Pre,
1975,syracuse,Syracuse Orange,12/3,
1975,syracuse,Syracuse Orange,12/10,
1975,syracuse,Syracuse Orange,12/17,
1975,syracuse,Syracuse Orange,12/24,
1975,syracuse,Syracuse Orange,12/31,
1975,syracuse,Syracuse Orange,1/7,
1975,syracuse,Syracuse Orange,1/14,
1975,syracuse,Syracuse Orange,1/21,
1975,syracuse,Syracuse Orange,1/28,
1975,syracuse,Syracuse Orange,2/4,
1975,syracuse,Syracuse Orange,2/11,
1975,syracuse,Syracuse Orange,2/18,
1975,syracuse,Syracuse Orange,2/25,
1975,syracuse,Syracuse Orange,3/4,
1975,syracuse,Syracuse Orange,3/11,
1975,syracuse,Syracuse Orange,3/18,20
1975,syracuse,Syracuse Orange,3/25,6
1975,syracuse,Syracuse Orange,Final,6
1974,syracuse,Syracuse Orange,Pre,
1974,syracuse,Syracuse Orange,12/4,
1974,syracuse,Syracuse Orange,12/11,18
1974,syracuse,Syracuse Orange,12/18,18
1974,syracuse,Syracuse Orange,12/25,15
1974,syracuse,Syracuse Orange,1/2,19
1974,syracuse,Syracuse Orange,1/8,
1974,syracuse,Syracuse Orange,1/15,
1974,syracuse,Syracuse Orange,1/22,
1974,syracuse,Syracuse Orange,1/29,
1974,syracuse,Syracuse Orange,2/5,
1974,syracuse,Syracuse Orange,2/12,
1974,syracuse,Syracuse Orange,2/19,
1974,syracuse,Syracuse Orange,2/26,
1974,syracuse,Syracuse Orange,3/5,
1974,syracuse,Syracuse Orange,3/12,
1974,syracuse,Syracuse Orange,3/19,
1974,syracuse,Syracuse Orange,Final,
1973,syracuse,Syracuse Orange,Pre,
1973,syracuse,Syracuse Orange,12/5,
1973,syracuse,Syracuse Orange,12/12,
1973,syracuse,Syracuse Orange,12/19,
1973,syracuse,Syracuse Orange,12/26,
1973,syracuse,Syracuse Orange,1/2,
1973,syracuse,Syracuse Orange,1/9,
1973,syracuse,Syracuse Orange,1/16,
1973,syracuse,Syracuse Orange,1/23,
1973,syracuse,Syracuse Orange,1/30,
1973,syracuse,Syracuse Orange,2/6,
1973,syracuse,Syracuse Orange,2/13,
1973,syracuse,Syracuse Orange,2/20,
1973,syracuse,Syracuse Orange,2/27,14
1973,syracuse,Syracuse Orange,3/6,13
1973,syracuse,Syracuse Orange,Final,14
1967,syracuse,Syracuse Orange,Pre,
1967,syracuse,Syracuse Orange,12/6,
1967,syracuse,Syracuse Orange,12/13,
1967,syracuse,Syracuse Orange,12/20,
1967,syracuse,Syracuse Orange,12/27,
1967,syracuse,Syracuse Orange,1/3,
1967,syracuse,Syracuse Orange,1/10,
1967,syracuse,Syracuse Orange,1/17,
1967,syracuse,Syracuse Orange,1/24,
1967,syracuse,Syracuse Orange,1/31,
1967,syracuse,Syracuse Orange,2/7,
1967,syracuse,Syracuse Orange,2/14,10
1967,syracuse,Syracuse Orange,2/21,8
1967,syracuse,Syracuse Orange,2/28,
1967,syracuse,Syracuse Orange,Final,
1965,syracuse,Syracuse Orange,Pre,7
1965,syracuse,Syracuse Orange,12/8,
1965,syracuse,Syracuse Orange,12/15,
1965,syracuse,Syracuse Orange,12/22,
1965,syracuse,Syracuse Orange,12/29,
1965,syracuse,Syracuse Orange,1/5,
1965,syracuse,Syracuse Orange,1/12,
1965,syracuse,Syracuse Orange,1/19,
1965,syracuse,Syracuse Orange,1/26,
1965,syracuse,Syracuse Orange,2/2,
1965,syracuse,Syracuse Orange,2/9,
1965,syracuse,Syracuse Orange,2/16,
1965,syracuse,Syracuse Orange,2/23,
1965,syracuse,Syracuse Orange,3/2,
1965,syracuse,Syracuse Orange,Final,
1958,syracuse,Syracuse Orange,12/10,17
1958,syracuse,Syracuse Orange,12/17,
1958,syracuse,Syracuse Orange,12/24,
1958,syracuse,Syracuse Orange,12/31,
1958,syracuse,Syracuse Orange,1/7,
1958,syracuse,Syracuse Orange,1/14,
1958,syracuse,Syracuse Orange,1/21,
1958,syracuse,Syracuse Orange,1/28,
1958,syracuse,Syracuse Orange,2/4,
1958,syracuse,Syracuse Orange,2/11,
1958,syracuse,Syracuse Orange,2/18,
1958,syracuse,Syracuse Orange,2/25,
1958,syracuse,Syracuse Orange,3/4,
1958,syracuse,Syracuse Orange,Final,
1952,syracuse,Syracuse Orange,12/10,
1952,syracuse,Syracuse Orange,12/17,
1952,syracuse,Syracuse Orange,12/25,20
1952,syracuse,Syracuse Orange,1/1,19
1952,syracuse,Syracuse Orange,1/8,14
1952,syracuse,Syracuse Orange,1/15,
1952,syracuse,Syracuse Orange,1/22,
1952,syracuse,Syracuse Orange,1/29,
1952,syracuse,Syracuse Orange,2/5,
1952,syracuse,Syracuse Orange,2/12,
1952,syracuse,Syracuse Orange,2/19,
1952,syracuse,Syracuse Orange,2/26,
1952,syracuse,Syracuse Orange,Final,
2012,temple,Temple Owls,Pre,
2012,temple,Temple Owls,11/14,
2012,temple,Temple Owls,11/21,
2012,temple,Temple Owls,11/28,
2012,temple,Temple Owls,12/5,
2012,temple,Temple Owls,12/12,
2012,temple,Temple Owls,12/19,
2012,temple,Temple Owls,12/26,
2012,temple,Temple Owls,1/2,
2012,temple,Temple Owls,1/9,
2012,temple,Temple Owls,1/16,
2012,temple,Temple Owls,1/23,
2012,temple,Temple Owls,1/30,
2012,temple,Temple Owls,2/6,
2012,temple,Temple Owls,2/13,
2012,temple,Temple Owls,2/20,22
2012,temple,Temple Owls,2/27,23
2012,temple,Temple Owls,3/5,21
2012,temple,Temple Owls,Final,
2011,temple,Temple Owls,Pre,22
2011,temple,Temple Owls,11/15,21
2011,temple,Temple Owls,11/22,21
2011,temple,Temple Owls,11/29,
2011,temple,Temple Owls,12/6,
2011,temple,Temple Owls,12/13,
2011,temple,Temple Owls,12/20,
2011,temple,Temple Owls,12/27,25
2011,temple,Temple Owls,1/3,
2011,temple,Temple Owls,1/10,19
2011,temple,Temple Owls,1/17,
2011,temple,Temple Owls,1/24,
2011,temple,Temple Owls,1/31,
2011,temple,Temple Owls,2/7,24
2011,temple,Temple Owls,2/14,23
2011,temple,Temple Owls,2/21,24
2011,temple,Temple Owls,2/28,
2011,temple,Temple Owls,3/7,24
2011,temple,Temple Owls,Final,
2010,temple,Temple Owls,Pre,
2010,temple,Temple Owls,11/16,
2010,temple,Temple Owls,11/23,
2010,temple,Temple Owls,11/30,
2010,temple,Temple Owls,12/7,
2010,temple,Temple Owls,12/14,
2010,temple,Temple Owls,12/21,21
2010,temple,Temple Owls,12/28,18
2010,temple,Temple Owls,1/4,21
2010,temple,Temple Owls,1/11,19
2010,temple,Temple Owls,1/18,16
2010,temple,Temple Owls,1/25,15
2010,temple,Temple Owls,2/1,19
2010,temple,Temple Owls,2/8,21
2010,temple,Temple Owls,2/15,21
2010,temple,Temple Owls,2/22,20
2010,temple,Temple Owls,3/1,20
2010,temple,Temple Owls,3/8,17
2010,temple,Temple Owls,Final,12
2002,temple,Temple Owls,Pre,16
2002,temple,Temple Owls,11/20,25
2002,temple,Temple Owls,11/27,
2002,temple,Temple Owls,12/4,
2002,temple,Temple Owls,12/11,
2002,temple,Temple Owls,12/18,
2002,temple,Temple Owls,12/25,
2002,temple,Temple Owls,1/1,
2002,temple,Temple Owls,1/8,
2002,temple,Temple Owls,1/15,
2002,temple,Temple Owls,1/22,
2002,temple,Temple Owls,1/29,
2002,temple,Temple Owls,2/5,
2002,temple,Temple Owls,2/12,
2002,temple,Temple Owls,2/19,
2002,temple,Temple Owls,2/26,
2002,temple,Temple Owls,3/5,
2002,temple,Temple Owls,Final,
2001,temple,Temple Owls,Pre,
2001,temple,Temple Owls,11/14,
2001,temple,Temple Owls,11/21,
2001,temple,Temple Owls,11/28,17
2001,temple,Temple Owls,12/5,
2001,temple,Temple Owls,12/12,
2001,temple,Temple Owls,12/19,
2001,temple,Temple Owls,12/26,
2001,temple,Temple Owls,1/2,
2001,temple,Temple Owls,1/9,
2001,temple,Temple Owls,1/16,
2001,temple,Temple Owls,1/23,
2001,temple,Temple Owls,1/30,
2001,temple,Temple Owls,2/6,
2001,temple,Temple Owls,2/13,
2001,temple,Temple Owls,2/20,
2001,temple,Temple Owls,2/27,
2001,temple,Temple Owls,3/6,
2001,temple,Temple Owls,Final,
2000,temple,Temple Owls,Pre,7
2000,temple,Temple Owls,11/16,6
2000,temple,Temple Owls,11/23,5
2000,temple,Temple Owls,11/30,10
2000,temple,Temple Owls,12/7,19
2000,temple,Temple Owls,12/14,17
2000,temple,Temple Owls,12/21,19
2000,temple,Temple Owls,12/28,17
2000,temple,Temple Owls,1/4,
2000,temple,Temple Owls,1/11,23
2000,temple,Temple Owls,1/18,
2000,temple,Temple Owls,1/25,23
2000,temple,Temple Owls,2/1,21
2000,temple,Temple Owls,2/8,19
2000,temple,Temple Owls,2/15,15
2000,temple,Temple Owls,2/22,8
2000,temple,Temple Owls,2/29,5
2000,temple,Temple Owls,3/7,6
2000,temple,Temple Owls,Final,5
1999,temple,Temple Owls,Pre,7
1999,temple,Temple Owls,11/17,7
1999,temple,Temple Owls,11/24,6
1999,temple,Temple Owls,12/1,10
1999,temple,Temple Owls,12/8,16
1999,temple,Temple Owls,12/15,
1999,temple,Temple Owls,12/22,
1999,temple,Temple Owls,12/29,
1999,temple,Temple Owls,1/5,
1999,temple,Temple Owls,1/12,
1999,temple,Temple Owls,1/19,
1999,temple,Temple Owls,1/26,
1999,temple,Temple Owls,2/2,
1999,temple,Temple Owls,2/9,
1999,temple,Temple Owls,2/16,
1999,temple,Temple Owls,2/23,24
1999,temple,Temple Owls,3/2,
1999,temple,Temple Owls,Final,
1998,temple,Temple Owls,Pre,24
1998,temple,Temple Owls,11/18,18
1998,temple,Temple Owls,11/25,20
1998,temple,Temple Owls,12/2,20
1998,temple,Temple Owls,12/9,20
1998,temple,Temple Owls,12/16,16
1998,temple,Temple Owls,12/23,24
1998,temple,Temple Owls,12/30,
1998,temple,Temple Owls,1/6,
1998,temple,Temple Owls,1/13,
1998,temple,Temple Owls,1/20,
1998,temple,Temple Owls,1/27,
1998,temple,Temple Owls,2/3,
1998,temple,Temple Owls,2/10,
1998,temple,Temple Owls,2/17,
1998,temple,Temple Owls,2/24,24
1998,temple,Temple Owls,3/3,24
1998,temple,Temple Owls,Final,24
1994,temple,Temple Owls,Pre,8
1994,temple,Temple Owls,11/22,8
1994,temple,Temple Owls,11/29,7
1994,temple,Temple Owls,12/6,5
1994,temple,Temple Owls,12/13,4
1994,temple,Temple Owls,12/20,4
1994,temple,Temple Owls,12/27,4
1994,temple,Temple Owls,1/3,7
1994,temple,Temple Owls,1/10,13
1994,temple,Temple Owls,1/17,11
1994,temple,Temple Owls,1/24,10
1994,temple,Temple Owls,1/31,10
1994,temple,Temple Owls,2/7,8
1994,temple,Temple Owls,2/14,13
1994,temple,Temple Owls,2/21,8
1994,temple,Temple Owls,2/28,12
1994,temple,Temple Owls,3/7,12
1994,temple,Temple Owls,Final,12
1991,temple,Temple Owls,Pre,19
1991,temple,Temple Owls,11/27,
1991,temple,Temple Owls,12/4,24
1991,temple,Temple Owls,12/11,
1991,temple,Temple Owls,12/18,
1991,temple,Temple Owls,12/25,
1991,temple,Temple Owls,1/1,
1991,temple,Temple Owls,1/8,
1991,temple,Temple Owls,1/15,
1991,temple,Temple Owls,1/22,
1991,temple,Temple Owls,1/29,
1991,temple,Temple Owls,2/5,
1991,temple,Temple Owls,2/12,
1991,temple,Temple Owls,2/19,
1991,temple,Temple Owls,2/26,
1991,temple,Temple Owls,3/5,
1991,temple,Temple Owls,Final,
1990,temple,Temple Owls,Pre,15
1990,temple,Temple Owls,11/27,16
1990,temple,Temple Owls,12/5,23
1990,temple,Temple Owls,12/12,
1990,temple,Temple Owls,12/19,
1990,temple,Temple Owls,12/26,
1990,temple,Temple Owls,1/2,
1990,temple,Temple Owls,1/9,
1990,temple,Temple Owls,1/16,
1990,temple,Temple Owls,1/23,
1990,temple,Temple Owls,1/30,
1990,temple,Temple Owls,2/6,
1990,temple,Temple Owls,2/13,
1990,temple,Temple Owls,2/20,
1990,temple,Temple Owls,2/27,
1990,temple,Temple Owls,3/6,
1990,temple,Temple Owls,Final,
1989,temple,Temple Owls,Pre,19
1989,temple,Temple Owls,11/22,19
1989,temple,Temple Owls,11/29,17
1989,temple,Temple Owls,12/6,
1989,temple,Temple Owls,12/13,
1989,temple,Temple Owls,12/20,
1989,temple,Temple Owls,12/27,
1989,temple,Temple Owls,1/3,
1989,temple,Temple Owls,1/10,
1989,temple,Temple Owls,1/17,
1989,temple,Temple Owls,1/24,
1989,temple,Temple Owls,1/31,
1989,temple,Temple Owls,2/7,
1989,temple,Temple Owls,2/14,
1989,temple,Temple Owls,2/21,
1989,temple,Temple Owls,2/28,
1989,temple,Temple Owls,3/7,
1989,temple,Temple Owls,Final,
1988,temple,Temple Owls,Pre,12
1988,temple,Temple Owls,12/1,12
1988,temple,Temple Owls,12/8,11
1988,temple,Temple Owls,12/15,8
1988,temple,Temple Owls,12/22,6
1988,temple,Temple Owls,12/29,6
1988,temple,Temple Owls,1/5,6
1988,temple,Temple Owls,1/12,4
1988,temple,Temple Owls,1/19,3
1988,temple,Temple Owls,1/26,6
1988,temple,Temple Owls,2/2,5
1988,temple,Temple Owls,2/9,1
1988,temple,Temple Owls,2/16,1
1988,temple,Temple Owls,2/23,1
1988,temple,Temple Owls,3/1,1
1988,temple,Temple Owls,3/8,1
1988,temple,Temple Owls,Final,1
1987,temple,Temple Owls,Pre,
1987,temple,Temple Owls,12/2,
1987,temple,Temple Owls,12/9,
1987,temple,Temple Owls,12/16,20
1987,temple,Temple Owls,12/23,16
1987,temple,Temple Owls,12/30,14
1987,temple,Temple Owls,1/6,8
1987,temple,Temple Owls,1/13,11
1987,temple,Temple Owls,1/20,8
1987,temple,Temple Owls,1/27,7
1987,temple,Temple Owls,2/3,6
1987,temple,Temple Owls,2/10,6
1987,temple,Temple Owls,2/17,5
1987,temple,Temple Owls,2/24,5
1987,temple,Temple Owls,3/3,8
1987,temple,Temple Owls,Final,8
1984,temple,Temple Owls,Pre,
1984,temple,Temple Owls,11/29,
1984,temple,Temple Owls,12/6,
1984,temple,Temple Owls,12/13,
1984,temple,Temple Owls,12/20,
1984,temple,Temple Owls,12/27,
1984,temple,Temple Owls,1/3,
1984,temple,Temple Owls,1/10,
1984,temple,Temple Owls,1/17,
1984,temple,Temple Owls,1/24,
1984,temple,Temple Owls,1/31,
1984,temple,Temple Owls,2/7,
1984,temple,Temple Owls,2/14,20
1984,temple,Temple Owls,2/21,17
1984,temple,Temple Owls,2/28,18
1984,temple,Temple Owls,3/6,15
1984,temple,Temple Owls,Final,20
1979,temple,Temple Owls,Pre,
1979,temple,Temple Owls,11/28,
1979,temple,Temple Owls,12/5,
1979,temple,Temple Owls,12/12,
1979,temple,Temple Owls,12/19,
1979,temple,Temple Owls,12/26,
1979,temple,Temple Owls,1/3,
1979,temple,Temple Owls,1/9,18
1979,temple,Temple Owls,1/16,17
1979,temple,Temple Owls,1/23,16
1979,temple,Temple Owls,1/30,18
1979,temple,Temple Owls,2/6,19
1979,temple,Temple Owls,2/13,15
1979,temple,Temple Owls,2/20,15
1979,temple,Temple Owls,2/27,12
1979,temple,Temple Owls,3/6,13
1979,temple,Temple Owls,Final,
1958,temple,Temple Owls,12/10,10
1958,temple,Temple Owls,12/17,
1958,temple,Temple Owls,12/24,
1958,temple,Temple Owls,12/31,13
1958,temple,Temple Owls,1/7,12
1958,temple,Temple Owls,1/14,12
1958,temple,Temple Owls,1/21,11
1958,temple,Temple Owls,1/28,11
1958,temple,Temple Owls,2/4,10
1958,temple,Temple Owls,2/11,7
1958,temple,Temple Owls,2/18,6
1958,temple,Temple Owls,2/25,5
1958,temple,Temple Owls,3/4,5
1958,temple,Temple Owls,Final,5
1956,temple,Temple Owls,12/6,
1956,temple,Temple Owls,12/13,11
1956,temple,Temple Owls,12/20,12
1956,temple,Temple Owls,12/27,17
1956,temple,Temple Owls,1/3,16
1956,temple,Temple Owls,1/10,10
1956,temple,Temple Owls,1/17,8
1956,temple,Temple Owls,1/24,6
1956,temple,Temple Owls,1/31,7
1956,temple,Temple Owls,2/7,9
1956,temple,Temple Owls,2/14,9
1956,temple,Temple Owls,2/21,10
1956,temple,Temple Owls,2/28,14
1956,temple,Temple Owls,3/6,13
1956,temple,Temple Owls,Final,15
2011,tennessee,Tennessee Volunteers,Pre,23
2011,tennessee,Tennessee Volunteers,11/15,24
2011,tennessee,Tennessee Volunteers,11/22,24
2011,tennessee,Tennessee Volunteers,11/29,13
2011,tennessee,Tennessee Volunteers,12/6,11
2011,tennessee,Tennessee Volunteers,12/13,7
